,age,balance,duration,campaign,previous,marital_married,marital_single,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes
6326,31,3052,139,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6327,36,0,145,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6328,36,-825,95,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6329,31,1000,191,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6330,53,-120,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6331,32,124,193,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6332,47,-512,220,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
6333,34,212,88,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6334,43,3257,120,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6335,42,-437,318,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
6336,34,-549,405,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6337,30,-213,751,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6338,31,-429,207,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
6339,52,2001,95,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6340,27,1391,319,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6341,51,-1042,272,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6342,38,16957,142,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6343,41,348,233,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6344,60,-317,498,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6345,53,1715,27,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6346,56,-154,127,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6347,37,-274,237,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
6348,35,-267,193,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6349,37,836,129,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6350,35,1160,116,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6351,44,-230,99,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
6352,33,220,345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6353,36,-37,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6354,27,1043,376,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6355,34,763,99,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6356,30,49,210,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6357,33,0,277,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6358,26,633,326,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6359,29,-76,305,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
6360,33,-616,320,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
6361,30,1359,298,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6362,36,234,219,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6363,36,-611,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6364,47,-363,513,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
6365,37,-333,345,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6366,32,-275,321,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6367,28,863,355,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
6368,28,839,240,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6369,53,1555,383,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6370,26,284,301,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6371,42,-165,179,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
6372,29,941,160,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6373,32,223,236,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6374,46,1285,89,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6375,52,246,181,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6376,28,891,377,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6377,45,-100,240,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6378,25,6,174,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6379,60,93,125,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6380,26,-683,446,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6381,38,-220,518,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6382,23,13,280,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6383,35,1383,269,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6384,22,0,394,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6385,34,-329,280,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6386,41,1141,228,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6387,28,204,247,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6388,32,38,66,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6389,27,22,88,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
6390,25,154,312,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6391,25,97,709,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6392,37,0,33,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6393,37,1222,212,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6394,40,-666,107,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6395,58,-37,140,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6396,24,0,299,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6397,52,0,62,13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
6398,28,0,548,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6399,29,156,574,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6400,30,445,182,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6401,35,-718,318,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
6402,34,3635,68,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6403,51,1944,217,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6404,29,316,211,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
6405,35,949,245,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6406,32,259,363,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6407,29,452,347,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
6408,35,-199,137,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6409,28,781,749,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6410,34,279,498,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6411,32,-479,142,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6412,24,84,570,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6413,45,1126,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6414,25,4063,64,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6415,33,1553,492,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6416,42,68,198,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6417,41,153,389,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6418,35,843,120,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6419,31,-325,389,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6420,29,0,92,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
6421,26,218,436,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6422,46,-326,59,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6423,35,-229,100,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6424,53,351,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6425,31,-360,93,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6426,49,-203,364,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6427,44,-239,111,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6428,39,768,171,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
6429,28,13186,466,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6430,28,6429,345,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6431,31,22867,241,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6432,38,0,233,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6433,30,-93,149,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6434,29,7832,304,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6435,38,-735,134,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6436,31,-133,355,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6437,24,818,953,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
6438,59,844,100,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6439,22,28,121,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6440,29,79,22,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6441,31,369,30,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6442,38,5891,160,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6443,51,78,723,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6444,27,186,136,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6445,34,-311,305,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6446,29,10436,103,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6447,27,411,123,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6448,28,68,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6449,38,133,267,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6450,45,-173,315,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6451,44,51,3094,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
6452,27,132,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6453,41,-804,269,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
6454,44,-562,159,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6455,41,-274,182,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6456,27,0,185,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6457,38,254,359,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6458,30,-477,220,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6459,31,175,179,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6460,25,26,66,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6461,32,49,135,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6462,30,-202,166,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6463,30,6164,152,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6464,36,-330,256,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6465,30,-397,141,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6466,38,750,265,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6467,41,725,87,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
6468,34,-1725,452,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6469,45,180,62,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
6470,36,-190,348,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6471,34,-96,153,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6472,30,554,89,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6473,36,-295,132,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
6474,28,913,580,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6475,29,3037,34,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6476,36,9713,72,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6477,32,1410,175,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6478,28,428,99,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6479,35,542,591,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
6480,24,-254,290,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6481,36,1653,336,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
6482,30,-27,29,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6483,35,712,266,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6484,34,3723,47,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6485,32,-684,298,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
6486,26,557,282,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6487,24,795,209,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6488,40,-78,67,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6489,32,902,106,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6490,43,2344,111,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6491,29,844,157,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6492,34,0,197,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6493,34,544,257,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6494,24,111,42,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6495,49,-1547,492,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
6496,37,-349,319,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6497,26,261,371,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6498,43,1379,383,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6499,39,-342,110,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6500,36,0,88,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6501,25,6,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
6502,47,362,97,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6503,37,427,335,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
6504,20,556,15,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6505,28,318,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6506,29,-105,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6507,31,-538,284,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6508,26,2784,264,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6509,41,920,239,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6510,48,627,21,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6511,34,244,15,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6512,30,0,350,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
6513,34,-34,201,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
6514,43,6,112,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6515,25,174,350,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6516,40,36,240,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6517,35,-208,127,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6518,34,1412,157,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6519,26,75,337,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6520,30,2593,662,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6521,34,-259,124,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6522,45,0,165,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6523,44,1432,63,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6524,34,906,101,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
6525,39,169,133,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6526,47,-245,145,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6527,35,914,374,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6528,49,15,550,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6529,28,10865,350,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6530,30,-932,349,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6531,31,77,371,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6532,31,1183,676,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6533,39,0,205,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6534,28,100,132,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6535,27,349,165,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6536,35,424,177,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6537,47,-1148,62,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
6538,33,-297,398,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6539,34,-476,92,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6540,33,1657,342,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6541,33,231,198,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6542,24,2278,77,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6543,29,2597,112,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6544,42,3620,22,16,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6545,57,318,206,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6546,39,1598,87,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
6547,33,2615,143,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6548,43,-127,102,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6549,26,2005,224,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6550,32,3809,50,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6551,34,122,73,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6552,31,-701,42,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6553,48,5172,144,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6554,32,106,1224,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6555,55,10065,50,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6556,38,199,268,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6557,36,260,132,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6559,38,-247,265,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6560,46,-154,107,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
6561,28,4513,167,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6562,36,8326,20,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6563,44,-435,141,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6564,27,0,346,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6565,39,1072,1168,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6566,37,0,17,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6567,38,2849,166,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
6568,34,100,74,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6569,32,-71,78,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
6570,39,206,153,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
6571,52,-732,61,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6572,40,877,318,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6573,56,292,228,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6574,53,392,59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6575,39,139,189,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6576,29,-218,121,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6577,32,350,110,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6578,25,657,397,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6579,30,-770,87,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
6580,45,-54,372,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6581,35,175,223,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6582,36,0,117,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6583,32,0,219,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6584,40,326,64,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6585,37,1123,138,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6586,23,4681,507,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6587,37,115,91,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6588,49,181,230,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6589,53,-473,249,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6590,53,49,152,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6591,33,-303,126,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6592,29,1615,551,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6593,37,1066,83,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6594,33,1973,151,8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6595,45,-175,215,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6596,52,1964,332,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6597,48,61,198,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6598,29,314,938,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6599,40,5766,385,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
6600,36,-59,193,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6601,44,449,195,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6602,31,82,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6603,30,311,198,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
6604,32,719,79,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6605,38,35,130,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6606,34,2570,190,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6607,39,1427,454,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6608,39,5222,102,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6609,38,2751,185,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6610,31,0,231,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6611,33,3002,176,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6612,33,598,189,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6613,30,363,132,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6614,37,18,103,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6615,42,-262,114,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6616,59,68,176,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6617,25,43,738,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
6618,35,1227,283,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
